"TokenNumber","TokenPadded","Title","NewWorkID","OldWorkID","RepoName","ExpectedItemPath","ItemPageExists","PageStatus","PageContainsNewWorkID","PageContainsOldWorkID","WorkIDsFoundInPage","ExpectedImagePath","ExpectedImageExists","LocalImageCandidateCount","SameRepoImageCandidateCount","ImageStatus","BestLocalImagePath","BestImageRelativeToRepo","BestImagePublicURLGuess","OpenSeaImageURL","OpenSeaItemURL","CanCreateMissingPage"
"9756","9756","Light Cult Crypto Club #9756","RE-010407","RE-011566","ron-english-light-cult-9001-10000","D:\github\ron-english-light-cult-9001-10000\items\lccc-9756.html","NO","MISSING_PAGE","","","","D:\github\ron-english-light-cult-9001-10000\images\9701-9800\LCCC-9756.png","YES","1","1","EXPECTED_IMAGE_EXISTS","D:\github\ron-english-light-cult-9001-10000\images\9701-9800\LCCC-9756.png","images\9701-9800\LCCC-9756.png","https://ronenglish-archive.github.io/ron-english-light-cult-9001-10000/images/9701-9800/LCCC-9756.png","https://i2c.seadn.io/ethereum/0xbe85fbd182af91290be7293438ae67549638189f/c437bda4e6ff6cb5c4e775feee2f71b2.png?w=350","https://opensea.io/item/ethereum/0xbe85fbd182af91290be7293438ae67549638189f/9756","YES_LOCAL_IMAGE_FOUND"
"9757","9757","Light Cult Crypto Club #9757","RE-010408","RE-011567","ron-english-light-cult-9001-10000","D:\github\ron-english-light-cult-9001-10000\items\lccc-9757.html","NO","MISSING_PAGE","","","","D:\github\ron-english-light-cult-9001-10000\images\9701-9800\LCCC-9757.png","YES","1","1","EXPECTED_IMAGE_EXISTS","D:\github\ron-english-light-cult-9001-10000\images\9701-9800\LCCC-9757.png","images\9701-9800\LCCC-9757.png","https://ronenglish-archive.github.io/ron-english-light-cult-9001-10000/images/9701-9800/LCCC-9757.png","https://i2c.seadn.io/ethereum/0xbe85fbd182af91290be7293438ae67549638189f/59e935beb8be84a05f14a35a123e277f.png?w=350","https://opensea.io/item/ethereum/0xbe85fbd182af91290be7293438ae67549638189f/9757","YES_LOCAL_IMAGE_FOUND"
"9758","9758","Light Cult Crypto Club #9758","RE-010409","RE-011568","ron-english-light-cult-9001-10000","D:\github\ron-english-light-cult-9001-10000\items\lccc-9758.html","NO","MISSING_PAGE","","","","D:\github\ron-english-light-cult-9001-10000\images\9701-9800\LCCC-9758.png","YES","1","1","EXPECTED_IMAGE_EXISTS","D:\github\ron-english-light-cult-9001-10000\images\9701-9800\LCCC-9758.png","images\9701-9800\LCCC-9758.png","https://ronenglish-archive.github.io/ron-english-light-cult-9001-10000/images/9701-9800/LCCC-9758.png","https://i2c.seadn.io/ethereum/0xbe85fbd182af91290be7293438ae67549638189f/f09e055a0096b5e616e8f15fc452f2c7.png?w=350","https://opensea.io/item/ethereum/0xbe85fbd182af91290be7293438ae67549638189f/9758","YES_LOCAL_IMAGE_FOUND"
"9759","9759","Light Cult Crypto Club #9759","RE-010410","RE-011569","ron-english-light-cult-9001-10000","D:\github\ron-english-light-cult-9001-10000\items\lccc-9759.html","NO","MISSING_PAGE","","","","D:\github\ron-english-light-cult-9001-10000\images\9701-9800\LCCC-9759.png","YES","1","1","EXPECTED_IMAGE_EXISTS","D:\github\ron-english-light-cult-9001-10000\images\9701-9800\LCCC-9759.png","images\9701-9800\LCCC-9759.png","https://ronenglish-archive.github.io/ron-english-light-cult-9001-10000/images/9701-9800/LCCC-9759.png","https://i2c.seadn.io/ethereum/0xbe85fbd182af91290be7293438ae67549638189f/90ba04154c5fce155ba1f1b385b65cc6.png?w=350","https://opensea.io/item/ethereum/0xbe85fbd182af91290be7293438ae67549638189f/9759","YES_LOCAL_IMAGE_FOUND"
"9761","9761","Light Cult Crypto Club #9761","RE-010411","RE-011571","ron-english-light-cult-9001-10000","D:\github\ron-english-light-cult-9001-10000\items\lccc-9761.html","NO","MISSING_PAGE","","","","D:\github\ron-english-light-cult-9001-10000\images\9701-9800\LCCC-9761.png","YES","1","1","EXPECTED_IMAGE_EXISTS","D:\github\ron-english-light-cult-9001-10000\images\9701-9800\LCCC-9761.png","images\9701-9800\LCCC-9761.png","https://ronenglish-archive.github.io/ron-english-light-cult-9001-10000/images/9701-9800/LCCC-9761.png","https://i2c.seadn.io/ethereum/0xbe85fbd182af91290be7293438ae67549638189f/fbebd6d4ecfdae3b0b6b19dd8fd8ae7b.png?w=350","https://opensea.io/item/ethereum/0xbe85fbd182af91290be7293438ae67549638189f/9761","YES_LOCAL_IMAGE_FOUND"
"9762","9762","Light Cult Crypto Club #9762","RE-010412","RE-011572","ron-english-light-cult-9001-10000","D:\github\ron-english-light-cult-9001-10000\items\lccc-9762.html","NO","MISSING_PAGE","","","","D:\github\ron-english-light-cult-9001-10000\images\9701-9800\LCCC-9762.png","YES","1","1","EXPECTED_IMAGE_EXISTS","D:\github\ron-english-light-cult-9001-10000\images\9701-9800\LCCC-9762.png","images\9701-9800\LCCC-9762.png","https://ronenglish-archive.github.io/ron-english-light-cult-9001-10000/images/9701-9800/LCCC-9762.png","https://i2c.seadn.io/ethereum/0xbe85fbd182af91290be7293438ae67549638189f/30148c7f3ae2653da5a0456e3688f82e.png?w=350","https://opensea.io/item/ethereum/0xbe85fbd182af91290be7293438ae67549638189f/9762","YES_LOCAL_IMAGE_FOUND"
"9763","9763","Light Cult Crypto Club #9763","RE-010413","RE-011573","ron-english-light-cult-9001-10000","D:\github\ron-english-light-cult-9001-10000\items\lccc-9763.html","NO","MISSING_PAGE","","","","D:\github\ron-english-light-cult-9001-10000\images\9701-9800\LCCC-9763.png","YES","1","1","EXPECTED_IMAGE_EXISTS","D:\github\ron-english-light-cult-9001-10000\images\9701-9800\LCCC-9763.png","images\9701-9800\LCCC-9763.png","https://ronenglish-archive.github.io/ron-english-light-cult-9001-10000/images/9701-9800/LCCC-9763.png","https://i2c.seadn.io/ethereum/0xbe85fbd182af91290be7293438ae67549638189f/aa2dbd23d16a5c1b08c28da7023cb2aa.png?w=350","https://opensea.io/item/ethereum/0xbe85fbd182af91290be7293438ae67549638189f/9763","YES_LOCAL_IMAGE_FOUND"
"9764","9764","Light Cult Crypto Club #9764","RE-010414","RE-011574","ron-english-light-cult-9001-10000","D:\github\ron-english-light-cult-9001-10000\items\lccc-9764.html","NO","MISSING_PAGE","","","","D:\github\ron-english-light-cult-9001-10000\images\9701-9800\LCCC-9764.png","YES","1","1","EXPECTED_IMAGE_EXISTS","D:\github\ron-english-light-cult-9001-10000\images\9701-9800\LCCC-9764.png","images\9701-9800\LCCC-9764.png","https://ronenglish-archive.github.io/ron-english-light-cult-9001-10000/images/9701-9800/LCCC-9764.png","https://i2c.seadn.io/ethereum/0xbe85fbd182af91290be7293438ae67549638189f/e13fe31b52e6cfde74c64e394e2594f4.png?w=350","https://opensea.io/item/ethereum/0xbe85fbd182af91290be7293438ae67549638189f/9764","YES_LOCAL_IMAGE_FOUND"
"9765","9765","Light Cult Crypto Club #9765","RE-010415","RE-011575","ron-english-light-cult-9001-10000","D:\github\ron-english-light-cult-9001-10000\items\lccc-9765.html","NO","MISSING_PAGE","","","","D:\github\ron-english-light-cult-9001-10000\images\9701-9800\LCCC-9765.png","YES","1","1","EXPECTED_IMAGE_EXISTS","D:\github\ron-english-light-cult-9001-10000\images\9701-9800\LCCC-9765.png","images\9701-9800\LCCC-9765.png","https://ronenglish-archive.github.io/ron-english-light-cult-9001-10000/images/9701-9800/LCCC-9765.png","https://i2c.seadn.io/ethereum/0xbe85fbd182af91290be7293438ae67549638189f/9562b9dbfa3f8c386c2739db6c810014.png?w=350","https://opensea.io/item/ethereum/0xbe85fbd182af91290be7293438ae67549638189f/9765","YES_LOCAL_IMAGE_FOUND"
"9766","9766","Light Cult Crypto Club #9766","RE-010416","RE-011576","ron-english-light-cult-9001-10000","D:\github\ron-english-light-cult-9001-10000\items\lccc-9766.html","NO","MISSING_PAGE","","","","D:\github\ron-english-light-cult-9001-10000\images\9701-9800\LCCC-9766.png","YES","1","1","EXPECTED_IMAGE_EXISTS","D:\github\ron-english-light-cult-9001-10000\images\9701-9800\LCCC-9766.png","images\9701-9800\LCCC-9766.png","https://ronenglish-archive.github.io/ron-english-light-cult-9001-10000/images/9701-9800/LCCC-9766.png","https://i2c.seadn.io/ethereum/0xbe85fbd182af91290be7293438ae67549638189f/d085cd9fd6e25a1eb1dd0cab82a8f3ef.png?w=350","https://opensea.io/item/ethereum/0xbe85fbd182af91290be7293438ae67549638189f/9766","YES_LOCAL_IMAGE_FOUND"
"9767","9767","Light Cult Crypto Club #9767","RE-010417","RE-011577","ron-english-light-cult-9001-10000","D:\github\ron-english-light-cult-9001-10000\items\lccc-9767.html","NO","MISSING_PAGE","","","","D:\github\ron-english-light-cult-9001-10000\images\9701-9800\LCCC-9767.png","YES","1","1","EXPECTED_IMAGE_EXISTS","D:\github\ron-english-light-cult-9001-10000\images\9701-9800\LCCC-9767.png","images\9701-9800\LCCC-9767.png","https://ronenglish-archive.github.io/ron-english-light-cult-9001-10000/images/9701-9800/LCCC-9767.png","https://i2c.seadn.io/ethereum/0xbe85fbd182af91290be7293438ae67549638189f/1fd45c676dbaf0596e40b9f7ddce2a8b.png?w=350","https://opensea.io/item/ethereum/0xbe85fbd182af91290be7293438ae67549638189f/9767","YES_LOCAL_IMAGE_FOUND"
"9768","9768","Light Cult Crypto Club #9768","RE-010418","RE-011578","ron-english-light-cult-9001-10000","D:\github\ron-english-light-cult-9001-10000\items\lccc-9768.html","NO","MISSING_PAGE","","","","D:\github\ron-english-light-cult-9001-10000\images\9701-9800\LCCC-9768.png","YES","1","1","EXPECTED_IMAGE_EXISTS","D:\github\ron-english-light-cult-9001-10000\images\9701-9800\LCCC-9768.png","images\9701-9800\LCCC-9768.png","https://ronenglish-archive.github.io/ron-english-light-cult-9001-10000/images/9701-9800/LCCC-9768.png","https://i2c.seadn.io/ethereum/0xbe85fbd182af91290be7293438ae67549638189f/81007f5ac7bb5dd182f8145394e13957.png?w=350","https://opensea.io/item/ethereum/0xbe85fbd182af91290be7293438ae67549638189f/9768","YES_LOCAL_IMAGE_FOUND"
"9769","9769","Light Cult Crypto Club #9769","RE-010419","RE-011579","ron-english-light-cult-9001-10000","D:\github\ron-english-light-cult-9001-10000\items\lccc-9769.html","NO","MISSING_PAGE","","","","D:\github\ron-english-light-cult-9001-10000\images\9701-9800\LCCC-9769.png","YES","1","1","EXPECTED_IMAGE_EXISTS","D:\github\ron-english-light-cult-9001-10000\images\9701-9800\LCCC-9769.png","images\9701-9800\LCCC-9769.png","https://ronenglish-archive.github.io/ron-english-light-cult-9001-10000/images/9701-9800/LCCC-9769.png","https://i2c.seadn.io/ethereum/0xbe85fbd182af91290be7293438ae67549638189f/d0eb1d70edc7c2462b43f639a6008929.png?w=350","https://opensea.io/item/ethereum/0xbe85fbd182af91290be7293438ae67549638189f/9769","YES_LOCAL_IMAGE_FOUND"
"9770","9770","Light Cult Crypto Club #9770","RE-010420","RE-011580","ron-english-light-cult-9001-10000","D:\github\ron-english-light-cult-9001-10000\items\lccc-9770.html","NO","MISSING_PAGE","","","","D:\github\ron-english-light-cult-9001-10000\images\9701-9800\LCCC-9770.png","YES","1","1","EXPECTED_IMAGE_EXISTS","D:\github\ron-english-light-cult-9001-10000\images\9701-9800\LCCC-9770.png","images\9701-9800\LCCC-9770.png","https://ronenglish-archive.github.io/ron-english-light-cult-9001-10000/images/9701-9800/LCCC-9770.png","https://i2c.seadn.io/ethereum/0xbe85fbd182af91290be7293438ae67549638189f/0ed4b2ff0f5cdb5cf6702b130d81ea1c.png?w=350","https://opensea.io/item/ethereum/0xbe85fbd182af91290be7293438ae67549638189f/9770","YES_LOCAL_IMAGE_FOUND"
"9771","9771","Light Cult Crypto Club #9771","RE-010421","RE-011581","ron-english-light-cult-9001-10000","D:\github\ron-english-light-cult-9001-10000\items\lccc-9771.html","NO","MISSING_PAGE","","","","D:\github\ron-english-light-cult-9001-10000\images\9701-9800\LCCC-9771.png","YES","1","1","EXPECTED_IMAGE_EXISTS","D:\github\ron-english-light-cult-9001-10000\images\9701-9800\LCCC-9771.png","images\9701-9800\LCCC-9771.png","https://ronenglish-archive.github.io/ron-english-light-cult-9001-10000/images/9701-9800/LCCC-9771.png","https://i2c.seadn.io/ethereum/0xbe85fbd182af91290be7293438ae67549638189f/30931427808f4c5eb13fc0ca341a234b.png?w=350","https://opensea.io/item/ethereum/0xbe85fbd182af91290be7293438ae67549638189f/9771","YES_LOCAL_IMAGE_FOUND"
"9774","9774","Light Cult Crypto Club #9774","RE-010422","RE-011584","ron-english-light-cult-9001-10000","D:\github\ron-english-light-cult-9001-10000\items\lccc-9774.html","NO","MISSING_PAGE","","","","D:\github\ron-english-light-cult-9001-10000\images\9701-9800\LCCC-9774.png","YES","1","1","EXPECTED_IMAGE_EXISTS","D:\github\ron-english-light-cult-9001-10000\images\9701-9800\LCCC-9774.png","images\9701-9800\LCCC-9774.png","https://ronenglish-archive.github.io/ron-english-light-cult-9001-10000/images/9701-9800/LCCC-9774.png","https://i2c.seadn.io/ethereum/0xbe85fbd182af91290be7293438ae67549638189f/bde63b76ffa88585fe5719801559a2c8.png?w=350","https://opensea.io/item/ethereum/0xbe85fbd182af91290be7293438ae67549638189f/9774","YES_LOCAL_IMAGE_FOUND"
"9775","9775","Light Cult Crypto Club #9775","RE-010423","RE-011585","ron-english-light-cult-9001-10000","D:\github\ron-english-light-cult-9001-10000\items\lccc-9775.html","NO","MISSING_PAGE","","","","D:\github\ron-english-light-cult-9001-10000\images\9701-9800\LCCC-9775.png","YES","1","1","EXPECTED_IMAGE_EXISTS","D:\github\ron-english-light-cult-9001-10000\images\9701-9800\LCCC-9775.png","images\9701-9800\LCCC-9775.png","https://ronenglish-archive.github.io/ron-english-light-cult-9001-10000/images/9701-9800/LCCC-9775.png","https://i2c.seadn.io/ethereum/0xbe85fbd182af91290be7293438ae67549638189f/51863e4752a831295b08ce054801d2cd.png?w=350","https://opensea.io/item/ethereum/0xbe85fbd182af91290be7293438ae67549638189f/9775","YES_LOCAL_IMAGE_FOUND"
"9776","9776","Light Cult Crypto Club #9776","RE-010424","RE-011586","ron-english-light-cult-9001-10000","D:\github\ron-english-light-cult-9001-10000\items\lccc-9776.html","NO","MISSING_PAGE","","","","D:\github\ron-english-light-cult-9001-10000\images\9701-9800\LCCC-9776.png","YES","1","1","EXPECTED_IMAGE_EXISTS","D:\github\ron-english-light-cult-9001-10000\images\9701-9800\LCCC-9776.png","images\9701-9800\LCCC-9776.png","https://ronenglish-archive.github.io/ron-english-light-cult-9001-10000/images/9701-9800/LCCC-9776.png","https://i2c.seadn.io/ethereum/0xbe85fbd182af91290be7293438ae67549638189f/9a71217e869464f34885fbac02481d7a.png?w=350","https://opensea.io/item/ethereum/0xbe85fbd182af91290be7293438ae67549638189f/9776","YES_LOCAL_IMAGE_FOUND"
"9777","9777","Light Cult Crypto Club #9777","RE-010425","RE-011587","ron-english-light-cult-9001-10000","D:\github\ron-english-light-cult-9001-10000\items\lccc-9777.html","NO","MISSING_PAGE","","","","D:\github\ron-english-light-cult-9001-10000\images\9701-9800\LCCC-9777.png","YES","1","1","EXPECTED_IMAGE_EXISTS","D:\github\ron-english-light-cult-9001-10000\images\9701-9800\LCCC-9777.png","images\9701-9800\LCCC-9777.png","https://ronenglish-archive.github.io/ron-english-light-cult-9001-10000/images/9701-9800/LCCC-9777.png","https://i2c.seadn.io/ethereum/0xbe85fbd182af91290be7293438ae67549638189f/0ce02ea5e228406efce618605eddba56.png?w=350","https://opensea.io/item/ethereum/0xbe85fbd182af91290be7293438ae67549638189f/9777","YES_LOCAL_IMAGE_FOUND"
"9778","9778","Light Cult Crypto Club #9778","RE-010426","RE-011588","ron-english-light-cult-9001-10000","D:\github\ron-english-light-cult-9001-10000\items\lccc-9778.html","NO","MISSING_PAGE","","","","D:\github\ron-english-light-cult-9001-10000\images\9701-9800\LCCC-9778.png","YES","1","1","EXPECTED_IMAGE_EXISTS","D:\github\ron-english-light-cult-9001-10000\images\9701-9800\LCCC-9778.png","images\9701-9800\LCCC-9778.png","https://ronenglish-archive.github.io/ron-english-light-cult-9001-10000/images/9701-9800/LCCC-9778.png","https://i2c.seadn.io/ethereum/0xbe85fbd182af91290be7293438ae67549638189f/0667ec44acce1310f1571c6cb8270735.png?w=350","https://opensea.io/item/ethereum/0xbe85fbd182af91290be7293438ae67549638189f/9778","YES_LOCAL_IMAGE_FOUND"
"9779","9779","Light Cult Crypto Club #9779","RE-010427","RE-011589","ron-english-light-cult-9001-10000","D:\github\ron-english-light-cult-9001-10000\items\lccc-9779.html","NO","MISSING_PAGE","","","","D:\github\ron-english-light-cult-9001-10000\images\9701-9800\LCCC-9779.png","YES","1","1","EXPECTED_IMAGE_EXISTS","D:\github\ron-english-light-cult-9001-10000\images\9701-9800\LCCC-9779.png","images\9701-9800\LCCC-9779.png","https://ronenglish-archive.github.io/ron-english-light-cult-9001-10000/images/9701-9800/LCCC-9779.png","https://i2c.seadn.io/ethereum/0xbe85fbd182af91290be7293438ae67549638189f/580bd903a594cbb3bd8317cc9b381e73.png?w=350","https://opensea.io/item/ethereum/0xbe85fbd182af91290be7293438ae67549638189f/9779","YES_LOCAL_IMAGE_FOUND"
"9780","9780","Light Cult Crypto Club #9780","RE-010428","RE-011590","ron-english-light-cult-9001-10000","D:\github\ron-english-light-cult-9001-10000\items\lccc-9780.html","NO","MISSING_PAGE","","","","D:\github\ron-english-light-cult-9001-10000\images\9701-9800\LCCC-9780.png","YES","1","1","EXPECTED_IMAGE_EXISTS","D:\github\ron-english-light-cult-9001-10000\images\9701-9800\LCCC-9780.png","images\9701-9800\LCCC-9780.png","https://ronenglish-archive.github.io/ron-english-light-cult-9001-10000/images/9701-9800/LCCC-9780.png","https://i2c.seadn.io/ethereum/0xbe85fbd182af91290be7293438ae67549638189f/93bdcbfbee396a7f907ea280bdb64291.png?w=350","https://opensea.io/item/ethereum/0xbe85fbd182af91290be7293438ae67549638189f/9780","YES_LOCAL_IMAGE_FOUND"
"9781","9781","Light Cult Crypto Club #9781","RE-010429","RE-011591","ron-english-light-cult-9001-10000","D:\github\ron-english-light-cult-9001-10000\items\lccc-9781.html","NO","MISSING_PAGE","","","","D:\github\ron-english-light-cult-9001-10000\images\9701-9800\LCCC-9781.png","YES","1","1","EXPECTED_IMAGE_EXISTS","D:\github\ron-english-light-cult-9001-10000\images\9701-9800\LCCC-9781.png","images\9701-9800\LCCC-9781.png","https://ronenglish-archive.github.io/ron-english-light-cult-9001-10000/images/9701-9800/LCCC-9781.png","https://i2c.seadn.io/ethereum/0xbe85fbd182af91290be7293438ae67549638189f/dba6e3b37444a69bb213a4606bf3de67.png?w=350","https://opensea.io/item/ethereum/0xbe85fbd182af91290be7293438ae67549638189f/9781","YES_LOCAL_IMAGE_FOUND"
